name,materialRef,seriesName,season,episodeNumber,projectType,startDate,deadline,writtenAt,mixedAt,deliveredAt,mixStatus,status,deliveryStatus,vsStatus,pageCount,durationMin,redacteurId,techSonId,broadcastChannel,isMixed,isWritten,isDelivered,isNarrated,isAINarrator,workflowStep,language,totalEpisodes
laloietlordre-24_8fp17-g05909_2026-8-27_temoin_31711687,g05909,laloietlordre,24,8fp17,SERIE_EMISSION,2026-04-08,2026-08-27,2026-04-13,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,6,46.18,user007,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
blanca-3_303-g05874_2026-5-21_addik_31679702,g05874,blanca,3,303,SERIE_EMISSION,2026-04-15,2026-05-21,2026-04-16,2026-04-18,,EN_COURS,FAIT,PAS_ENCORE,AI,14,56.7,user008,user003,addik,False,True,False,True,True,DISPATCH,fr,0
laloietlordre-24_8fp20-g05912_2026-9-17_temoin_31711764,g05912,laloietlordre,24,8fp20,SERIE_EMISSION,2026-04-08,2026-09-17,2026-04-14,2026-04-15,2026-04-15,FAIT,FAIT,PAS_ENCORE,AI,10,45.75,user008,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
empoisonnes-1_1-g06084_2026-8-12_temoin_31637681,g06084,empoisonnes,1,1,SERIE_EMISSION,2026-03-31,2026-08-12,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,59.43,user001,,temoin,False,False,False,False,False,DISPATCH,fr,0
laloietlordre-24_8fp19-g05911_2026-9-10_temoin_31711745,g05911,laloietlordre,24,8fp19,SERIE_EMISSION,2026-04-08,2026-09-10,2026-04-14,2026-04-15,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,12,46.77,user008,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
laloietlordre-24_8fp15-g05907_2026-8-13_temoin_31711389,g05907,laloietlordre,24,8fp15,SERIE_EMISSION,2026-04-08,2026-08-13,2026-04-14,2026-04-15,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,7,47.18,user007,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
ambulance-0_m9116a_2026-8-22_tva_30280931,m9116a,ambulance,,,FILM,2025-11-18,2026-08-22,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,138.87,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
pekinexpress-20_9-g06053_2026-8-5_evasion_31620318,g06053,pekinexpress,20,9,SERIE_EMISSION,2026-03-31,2026-08-05,2026-04-11,2026-04-14,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,29,116.27,user007,user011,evasion,True,True,False,True,True,DISPATCH,fr,0
passeportgourmand-4_411-g05780_2026-6-5_zeste_31718009,g05780,passeportgourmand,4,411,SERIE_EMISSION,2026-04-09,2026-06-05,2026-04-13,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,3,21.92,user008,user003,zeste,True,True,False,True,True,DISPATCH,fr,0
hpihautpotentielintellectuel-5_8-g04440_2026-8-6_addik_31033818,g04440,hpihautpotentielintellectuel,5,8,SERIE_EMISSION,2026-04-02,2026-08-06,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,5,69.65,user007,user003,addik,True,True,False,True,True,DISPATCH,fr,0
pekinexpress-20_11-g06055_2026-8-19_evasion_31620355,g06055,pekinexpress,20,11,SERIE_EMISSION,2026-03-31,2026-08-19,2026-04-12,2026-04-14,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,17,119.2,user006,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
pornopouvoiretprofit-documentairepartie1_documentairepartie1-g05993_2026-5-27_temoin_31637609,g05993,pornopouvoiretprofit,,,SERIE_EMISSION,2026-03-31,2026-05-27,2026-04-08,2026-04-10,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,9,57.33,user001,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
destrainspascommelesautres-14_1-g05962_2026-6-15_evasion_31617221,g05962,destrainspascommelesautres,14,1,SERIE_EMISSION,2026-03-31,2026-06-15,2026-04-10,2026-04-10,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,7,52.62,user001,user010,evasion,True,True,False,True,True,DISPATCH,fr,0
dreamy-1_8-g06110_2026-10-22_tva_31645345,g06110,dreamy,1,8,SERIE_EMISSION,2026-04-07,2026-10-22,2026-04-11,2026-04-13,2026-04-13,FAIT,FAIT,PAS_ENCORE,AI,10,47.32,user002,user010,tva,True,True,False,True,True,DISPATCH,fr,0
partisen60secondes-film_film-m9189a_2026-8-28_tva_31027386,m9189a,partisen60secondes,,,SERIE_EMISSION,2026-04-01,2026-08-28,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,114.5,user002,,tva,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_2-g06104_2026-9-10_tva_31644579,g06104,dreamy,1,2,SERIE_EMISSION,2026-04-01,2026-09-10,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.28,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_3-g06105_2026-9-17_tva_31644793,g06105,dreamy,1,3,SERIE_EMISSION,2026-04-07,2026-09-17,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.48,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_4-g06106_2026-9-24_tva_31644901,g06106,dreamy,1,4,SERIE_EMISSION,2026-04-07,2026-09-24,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.33,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
laloietlordre-24_8fp21-g058913_2026-9-24_temoin_31712076,g058913,laloietlordre,24,8fp21,SERIE_EMISSION,2026-04-08,2026-09-24,2026-04-14,2026-04-17,,FAIT,FAIT,PAS_ENCORE,AI,9,48.55,user008,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
dreamy-1_5-g06107_2026-10-1_tva_31645061,g06107,dreamy,1,5,SERIE_EMISSION,2026-04-07,2026-10-01,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.48,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
laloietlordre-24_8fp22-g05914_2026-10-1_temoin_31707226,g05914,laloietlordre,24,8fp22,SERIE_EMISSION,2026-04-07,2026-10-01,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.33,user001,,temoin,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_6-g06108_2026-10-8_tva_31645139,g06108,dreamy,1,6,SERIE_EMISSION,2026-04-07,2026-10-08,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.35,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_7-g06109_2026-10-15_tva_31645206,g06109,dreamy,1,7,SERIE_EMISSION,2026-04-07,2026-10-15,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.17,user001,,tva,False,False,False,False,False,DISPATCH,fr,0
dreamy-1_9-g06111_2026-10-29_tva_31645509,g06111,dreamy,1,9,SERIE_EMISSION,2026-04-07,2026-10-29,2026-04-14,2026-04-14,2026-04-14,FAIT,FAIT,PAS_ENCORE,AI,7,47.48,user007,user011,tva,True,True,False,True,True,DISPATCH,fr,0
dreamy-1_10-g06112_2026-11-5_tva_31645601,g06112,dreamy,1,10,SERIE_EMISSION,2026-04-07,2026-11-05,2026-04-14,2026-04-15,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,9,47.4,user007,user011,tva,True,True,False,True,True,DISPATCH,fr,0
affrontementsurlaplage-1_1-g05354_2026-5-6_casa_31728285,g05354,affrontementsurlaplage,1,1,SERIE_EMISSION,2026-04-10,2026-05-06,2026-04-13,2026-04-13,2026-04-14,FAIT,FAIT,PAS_ENCORE,AI,11,66.02,user002,user011,casa,True,True,False,True,True,DISPATCH,fr,0
blanca-3_301-g05872_2026-5-7_addik_31670565,g05872,blanca,3,301,SERIE_EMISSION,2026-04-15,2026-05-07,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,10,49.87,user006,,addik,False,True,False,True,True,DISPATCH,fr,0
renosscrappees-5_509-g05565_2026-5-6_casa_31730532,g05565,renosscrappees,5,509,SERIE_EMISSION,2026-04-13,2026-05-06,2026-04-14,2026-04-15,,FAIT,FAIT,PAS_ENCORE,AI,4,44.2,user007,user010,casa,True,True,False,True,True,DISPATCH,fr,0
inscriptionmillionnairela-14_1404-g06120_2026-6-13_casa_31730549,g06120,inscriptionmillionnairela,14,1404,SERIE_EMISSION,2026-04-13,2026-06-13,2026-04-14,2026-04-14,2026-04-15,FAIT,FAIT,PAS_ENCORE,AI,4,45.18,user008,user011,casa,True,True,False,True,True,DISPATCH,fr,0
inscriptionmillionnairela-14_1405-g06121_2026-6-23_casa_31730516,g06121,inscriptionmillionnairela,14,1405,SERIE_EMISSION,2026-04-13,2026-06-23,2026-04-16,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,6,45.2,user002,user011,casa,True,True,False,True,True,DISPATCH,fr,0
auborddelacatastrophe-1_1newyork-g05956_2149-12-25_evasion_31617241,g05956,auborddelacatastrophe,1,1newyork,SERIE_EMISSION,2026-04-14,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.58,user001,,evasion,False,False,False,False,False,DISPATCH,fr,0
jaisurvecuauntueur-2_204-g05725_2026-4-21_temoin_31734904,g05725,jaisurvecuauntueur,2,204,SERIE_EMISSION,2026-04-14,2026-04-21,2026-04-15,2026-04-16,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,16,45.73,user007,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
top10dessecretsetmysteres-1_5-g05734_2026-5-5_evasion_31734872,g05734,top10dessecretsetmysteres,1,5,SERIE_EMISSION,2026-04-14,2026-05-05,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,24.28,user002,,evasion,False,False,False,False,False,DISPATCH,fr,0
aloneaustralielessurvivants-2_217-g05828_2026-5-13_evasion_31734855,g05828,aloneaustralielessurvivants,2,217,SERIE_EMISSION,2026-04-14,2026-05-13,2026-04-15,2026-04-16,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,16,51.18,user007,user011,evasion,True,True,False,True,True,DISPATCH,fr,0
blanca-3_302-g05873_2026-5-14_addik_31679641,g05873,blanca,3,302,SERIE_EMISSION,2026-04-15,2026-05-14,2026-04-16,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,18,53.88,user002,user003,addik,True,True,False,True,True,DISPATCH,fr,0
batiraveclesbaeumler-1_5-g05948_2026-6-4_casa_31734888,g05948,batiraveclesbaeumler,1,5,SERIE_EMISSION,2026-04-14,2026-06-04,2026-04-15,2026-04-16,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,5,45.23,user006,user010,casa,True,True,False,True,True,DISPATCH,fr,0
couplestueurs-13_1306-g05542_2026-4-15_temoin_31740077,g05542,couplestueurs,13,1306,SERIE_EMISSION,2026-04-15,2026-04-15,2026-04-15,2026-04-16,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,14,44.57,user007,user010,temoin,True,True,False,True,True,DISPATCH,fr,0
aboutdesouffle-0_m9264a_2026-4-12_evasion_31352257,m9264a,aboutdesouffle,,,FILM,2026-04-15,2026-04-12,2026-04-16,2026-04-16,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,16,91.73,user006,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
nordetsud-1_1-g06057_2026-4-27_prise2_31738417,g06057,nordetsud,1,1,SERIE_EMISSION,2026-04-15,2026-04-27,2026-04-16,2026-04-18,,EN_COURS,FAIT,PAS_ENCORE,AI,18,50.95,user008,user003,prise2,False,True,False,True,True,DISPATCH,fr,0
blanca-3_304-g05875_2026-5-28_addik_31679726,g05875,blanca,3,304,SERIE_EMISSION,2026-04-15,2026-05-28,2026-04-16,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,13,49.7,user002,user003,addik,True,True,False,True,True,DISPATCH,fr,0
blanca-3_305-g05876_2026-6-4_addik_31679745,g05876,blanca,3,305,SERIE_EMISSION,2026-04-15,2026-06-04,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.65,user008,,addik,False,False,False,False,False,DISPATCH,fr,0
blanca-3_306-g05877_2026-6-11_addik_31679789,g05877,blanca,3,306,SERIE_EMISSION,2026-04-15,2026-06-11,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,53.48,user001,,addik,False,False,False,False,False,DISPATCH,fr,0
blanca-3_309-g05880_2026-7-2_addik_31679859,g05880,blanca,3,309,SERIE_EMISSION,2026-04-15,2026-07-02,2026-04-16,2026-04-16,,FAIT,FAIT,PAS_ENCORE,AI,11,51.1,user007,user003,addik,True,True,False,True,True,DISPATCH,fr,0
blanca-3_307-g05878_2026-6-18_addik_31679825,g05878,blanca,3,307,SERIE_EMISSION,2026-04-15,2026-06-18,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,46.53,user001,,addik,False,False,False,False,False,DISPATCH,fr,0
blanca-3_308-g05879_2026-6-25_addik_31679843,g05879,blanca,3,308,SERIE_EMISSION,2026-04-15,2026-06-25,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,7,53.95,user006,,addik,False,True,False,True,True,DISPATCH,fr,0
blanca-3_310-g05881_2026-7-9_addik_31679885,g05881,blanca,3,310,SERIE_EMISSION,2026-04-15,2026-07-09,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,60.88,user006,,addik,False,False,False,False,False,DISPATCH,fr,0
chacal-1_8dm07-g06097_2026-7-16_addik_31627945,g06097,chacal,1,8dm07,SERIE_EMISSION,2026-04-10,2026-07-16,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,46.32,user001,,addik,False,False,False,False,False,DISPATCH,fr,0
blanca-3_311-g05882_2026-7-16_addik_31679902,g05882,blanca,3,311,SERIE_EMISSION,2026-04-15,2026-07-16,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,53.18,user007,,addik,False,False,False,False,False,DISPATCH,fr,0
affrontementausupermarche-6_601-g06031_2026-5-6_zeste_31745134,g06031,affrontementausupermarche,6,601,SERIE_EMISSION,2026-04-16,2026-05-06,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,43.1,user008,,zeste,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_8-g06272_2149-12-25_evasion_31739522,g06272,joshgatestraqueurdemysteres,9,8,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-16,2026-04-16,2026-04-16,FAIT,FAIT,PAS_ENCORE,AI,4,45.07,user007,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
blanca-3_312-g05883_2026-7-23_addik_31679920,g05883,blanca,3,312,SERIE_EMISSION,2026-04-15,2026-07-23,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,53.72,user007,,addik,False,False,False,False,False,DISPATCH,fr,0
aloneaustralielessurvivants-2_219-g05830_2026-5-27_evasion_31745039,g05830,aloneaustralielessurvivants,2,219,SERIE_EMISSION,2026-04-16,2026-05-27,2026-04-18,2026-04-18,,FAIT,FAIT,PAS_ENCORE,AI,17,51.8,user002,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
nordetsud-1_2-g06058_2149-12-25_prise2_31738820,g06058,nordetsud,1,2,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,45.92,user001,,prise2,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_10-g06274_2149-12-25_evasion_31739613,g06274,joshgatestraqueurdemysteres,9,10,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,5,44.72,user002,,evasion,False,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_11-g06275_2149-12-25_evasion_31739632,g06275,joshgatestraqueurdemysteres,9,11,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,5,45.1,user002,,evasion,False,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_9-g06273_2149-12-25_evasion_31739569,g06273,joshgatestraqueurdemysteres,9,9,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.93,user001,,evasion,False,False,False,False,False,DISPATCH,fr,0
leskrishnasgurukarmaetmeurtre-1_2-g05493_2026-7-22_temoin_31392023,g05493,leskrishnasgurukarmaetmeurtre,1,2,SERIE_EMISSION,2026-04-15,2026-07-22,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,53.5,user001,,temoin,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_2-g06266_2149-12-25_evasion_31738664,g06266,joshgatestraqueurdemysteres,9,2,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-18,2026-04-18,,FAIT,FAIT,PAS_ENCORE,AI,3,45.08,user007,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_5-g06269_2149-12-25_evasion_31739329,g06269,joshgatestraqueurdemysteres,9,5,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,45.1,user006,,evasion,False,False,False,False,False,DISPATCH,fr,0
lemondesecretdesincels-0_g04731_2026-6-24_temoin_31097975,g04731,lemondesecretdesincels,,,FILM,2026-04-15,2026-06-24,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.8,user007,,temoin,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_12-g06276_2149-12-25_evasion_31739660,g06276,joshgatestraqueurdemysteres,9,12,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,45.02,user006,,evasion,False,False,False,False,False,DISPATCH,fr,0
lemythedutueurduzodiaque-1_2-g05496_2026-6-24_temoin_31391831,g05496,lemythedutueurduzodiaque,1,2,SERIE_EMISSION,2026-04-15,2026-06-24,2026-04-17,2026-04-17,,FAIT,FAIT,PAS_ENCORE,AI,18,71.07,user002,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
lemythedutueurduzodiaque-1_1-g05495_2026-6-24_temoin_31391815,g05495,lemythedutueurduzodiaque,1,1,SERIE_EMISSION,2026-04-15,2026-06-24,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,61.38,user007,,temoin,False,False,False,False,False,DISPATCH,fr,0
thesocialmediamurder-0_m9209a_2026-6-24_temoin_31072384,m9209a,thesocialmediamurder,,,FILM,2026-04-15,2026-06-24,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,15,46.47,user002,user011,temoin,True,True,False,True,True,DISPATCH,fr,0
leskrishnasgurukarmaetmeurtre-1_3-g05494_2026-7-22_temoin_31392041,g05494,leskrishnasgurukarmaetmeurtre,1,3,SERIE_EMISSION,2026-04-15,2026-07-22,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,54.0,user007,,temoin,False,False,False,False,False,DISPATCH,fr,0
leskrishnasgurukarmaetmeurtre-1_1-g05492_2026-7-22_temoin_31392005,g05492,leskrishnasgurukarmaetmeurtre,1,1,SERIE_EMISSION,2026-04-15,2026-07-22,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,25,52.67,user002,,temoin,False,True,False,True,True,DISPATCH,fr,0
chacal-1_8dm08-g06098_2026-7-23_addik_31628013,g06098,chacal,1,8dm08,SERIE_EMISSION,2026-04-10,2026-07-23,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,48.2,user001,,addik,False,False,False,False,False,DISPATCH,fr,0
girlsgonewildlhistoireinedite-1_2-g05499_2026-7-29_temoin_31393767,g05499,girlsgonewildlhistoireinedite,1,2,SERIE_EMISSION,2026-04-15,2026-07-29,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,59.42,user007,,temoin,False,False,False,False,False,DISPATCH,fr,0
girlsgonewildlhistoireinedite-1_1-g05498_2026-7-29_temoin_31393750,g05498,girlsgonewildlhistoireinedite,1,1,SERIE_EMISSION,2026-04-15,2026-07-29,2026-04-17,2026-04-18,,FAIT,FAIT,PAS_ENCORE,AI,41,52.98,user002,user003,temoin,True,True,False,True,True,DISPATCH,fr,0
girlsgonewildlhistoireinedite-1_3-g05500_2026-7-29_temoin_31393783,g05500,girlsgonewildlhistoireinedite,1,3,SERIE_EMISSION,2026-04-15,2026-07-29,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,59.62,user008,,temoin,False,False,False,False,False,DISPATCH,fr,0
chacal-1_8dm09-g06099_2026-7-30_addik_31628489,g06099,chacal,1,8dm09,SERIE_EMISSION,2026-04-10,2026-07-30,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,47.83,user001,,addik,False,False,False,False,False,DISPATCH,fr,0
chacal-1_8dm10-g06100_2026-8-6_addik_31626218,g06100,chacal,1,8dm10,SERIE_EMISSION,2026-04-10,2026-08-06,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,62.08,user008,,addik,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_4-g06268_2149-12-25_evasion_31739078,g06268,joshgatestraqueurdemysteres,9,4,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.83,user007,,evasion,False,False,False,False,False,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_6-g06270_2149-12-25_evasion_31739405,g06270,joshgatestraqueurdemysteres,9,6,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.95,user007,,evasion,False,False,False,False,False,DISPATCH,fr,0
roadtripsrestosetrelais-36_3610-g05805_2026-6-12_zeste_31744867,g05805,roadtripsrestosetrelais,36,3610,SERIE_EMISSION,2026-04-16,2026-06-12,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,3,22.02,user008,user003,zeste,True,True,False,True,True,DISPATCH,fr,0
roadtripsrestosetrelais-36_3612-g05807_2026-6-26_zeste_31745074,g05807,roadtripsrestosetrelais,36,3612,SERIE_EMISSION,2026-04-16,2026-06-26,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,4,22.02,user008,user003,zeste,True,True,False,True,True,DISPATCH,fr,0
roadtripsrestosetrelais-36_3611-g05806_2026-6-19_zeste_31744883,g05806,roadtripsrestosetrelais,36,3611,SERIE_EMISSION,2026-04-16,2026-06-19,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,4,22.02,user008,user003,zeste,True,True,False,True,True,DISPATCH,fr,0
labatailledesburgers-1_1004-g06146_2026-6-18_zeste_31745057,g06146,labatailledesburgers,1,1004,SERIE_EMISSION,2026-04-16,2026-06-18,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,7,45.23,user008,user003,zeste,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_7-g06271_2149-12-25_evasion_31739468,g06271,joshgatestraqueurdemysteres,9,7,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,6,44.88,user008,user003,evasion,True,True,False,True,True,DISPATCH,fr,0
joshgatestraqueurdemysteres-9_3-g06267_2149-12-25_evasion_31738890,g06267,joshgatestraqueurdemysteres,9,3,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.82,user001,,evasion,False,False,False,False,False,DISPATCH,fr,0
auborddelacatastrophe-1_4californie-g05959_2149-12-25_evasion_31617457,g05959,auborddelacatastrophe,1,4californie,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.58,user007,,evasion,False,False,False,False,False,DISPATCH,fr,0
auborddelacatastrophe-1_5miami-g05960_2149-12-25_evasion_31617600,g05960,auborddelacatastrophe,1,5miami,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.58,user001,,evasion,False,False,False,False,False,DISPATCH,fr,0
auborddelacatastrophe-1_3californie-g05958_2149-12-25_evasion_31617347,g05958,auborddelacatastrophe,1,3californie,SERIE_EMISSION,2026-04-15,2149-12-25,2026-04-18,,,PAS_ENCORE,FAIT,PAS_ENCORE,AI,4,44.58,user002,,evasion,False,True,False,True,True,DISPATCH,fr,0
auborddelacatastrophe-1_2newyork-g05957_2149-12-25_evasion_31617302,g05957,auborddelacatastrophe,1,2newyork,SERIE_EMISSION,2026-04-15,2149-12-25,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.58,user001,,evasion,False,False,False,False,False,DISPATCH,fr,0
meurtressousloreiller-1_103-g06280_2026-7-8_temoin_31743330,g06280,meurtressousloreiller,1,103,SERIE_EMISSION,2026-04-16,2026-07-08,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,51.73,user006,,temoin,False,False,False,False,False,DISPATCH,fr,0
meurtressousloreiller-1_101-g06278_2026-7-8_temoin_31743156,g06278,meurtressousloreiller,1,101,SERIE_EMISSION,2026-04-16,2026-07-08,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,56.07,user006,,temoin,False,False,False,False,False,DISPATCH,fr,0
meurtressousloreiller-1_102-g06279_2026-7-8_temoin_31743242,g06279,meurtressousloreiller,1,102,SERIE_EMISSION,2026-04-16,2026-07-08,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,62.82,user008,,temoin,False,False,False,False,False,DISPATCH,fr,0
renosscrappees-5_510-g05566_2026-5-13_casa_31750346,g05566,renosscrappees,5,510,SERIE_EMISSION,2026-04-17,2026-05-13,,,,PAS_ENCORE,PAS_ENCORE,PAS_ENCORE,,0,44.2,user008,,casa,False,False,False,False,False,DISPATCH,fr,0
joyridegalereenserie-0_m9107a_2026-4-19_tva_30217864,m9107a,joyridegalereenserie,,,FILM,2026-04-17,2026-04-19,2026-04-18,2026-04-18,,FAIT,FAIT,PAS_ENCORE,AI,20,95.38,user002,user003,tva,True,True,False,True,True,DISPATCH,fr,0
petitbudgetgrandsprojets-1_5-g05858_2026-6-25_casa_31745092,g05858,petitbudgetgrandsprojets,1,5,SERIE_EMISSION,2026-04-17,2026-06-25,2026-04-17,2026-04-17,2026-04-17,FAIT,FAIT,PAS_ENCORE,AI,6,45.2,user002,user011,casa,True,True,False,True,True,DISPATCH,fr,0
